Name,Taxon_ID,Accession_Number,Length
Vibrio sp. G62,2231648,WP_117232957.1,221
Vibrio sp. G62,2231648,WP_117232536.1,242
Rhizobium sp. NAU-18,2171756,WP_117196269.1,199
Rhizobium sp. NAU-18,2171756,WP_117194840.1,313
Rhizobium sp. NAU-18,2171756,WP_117193034.1,204
Rhizobium sp. NAU-18,2171756,WP_117191735.1,183
Rhizobium sp. NAU-18,2171756,WP_117191474.1,188
Pseudomonas aeruginosa,287,AXT07110.1,237
Pseudomonas aeruginosa,287,AXT00321.1,237
Pseudomonas aeruginosa,287,AXS93645.1,237
Pseudomonas aeruginosa,287,AXS86928.1,237
Dechloromonas sp. HYN0024,2231055,AXS80711.1,224
Comamonas testosteroni,285,RGE40129.1,216
Pseudomonas reidholzensis,1785162,SYX87786.1,225
Rhodobiaceae bacterium,2026785,WP_116931042.1,299
Rhodobiaceae bacterium,2026785,WP_116929436.1,263
Pseudomonas aeruginosa,287,AXS72632.1,237
Breoghania sp. L-A4,2304600,AXS41102.1,205
Blastochloris sp. GI,2233851,BBF93136.1,235
Blastochloris sp. GI,2233851,BBF91928.1,231
Blastochloris sp. GI,2233851,BBF91407.1,229
Shinella sp. WSJ-2,2303749,RFZ89105.1,199
Shinella sp. WSJ-2,2303749,RFZ88596.1,205
Brucella melitensis,29459,RFZ74721.1,201
Brucella melitensis,29459,RFZ73696.1,206
Brucella melitensis,29459,RFZ72571.1,195
Citrobacter gillenii,67828,RFU90346.1,206
Pseudomonas aeruginosa,287,AXR12340.1,237
Pseudomonas aeruginosa,287,AXR29864.1,237
Caulobacter phage CcrPW,2283271,AXQ68576.1,149
Caulobacter phage CcrBL10,2283269,AXQ68245.1,246
Stenotrophomonas rhizophila,216778,AXQ46286.1,230
Bordetella parapertussis,519,RFT76307.1,227
Bordetella bronchiseptica,518,RFT75413.1,227
Shewanella algae,38313,AXQ13799.1,235
Vibrio parahaemolyticus,670,WP_116921012.1,176
Wenzhouxiangella,1676142,WP_116899128.1,230
Sphingomonas sp. URHD0007,1298856,WP_116860958.1,309
Sphingomonas sp. URHD0007,1298856,WP_116860587.1,239
Shewanella oneidensis,70863,PZP28793.1,235
Pseudomonas kuykendallii,1007099,PZP26647.1,257
Arcobacter butzleri,28197,PZP14259.1,213
Arcobacter butzleri,28197,PZP12938.1,199
Pseudomonas protegens,380021,PZP01677.1,230
Micavibrio aeruginosavorus,349221,PZO87879.1,201
Micavibrio aeruginosavorus,349221,PZO83620.1,268
Mesorhizobium amorphae,71433,PZO82426.1,190
Mesorhizobium amorphae,71433,PZO80502.1,201
Rhizobiales bacterium,1909294,PZN92603.1,211
Candidatus Methyloumidiphilus alinensis,2202197,PZN84300.1,221
Candidatus Methyloumidiphilus alinensis,2202197,PZN84275.1,221
Proteobacteria bacterium,1977087,PZN83174.1,212
Proteobacteria bacterium,1977087,PZN56509.1,200
Proteobacteria bacterium,1977087,PZN41576.1,221
Proteobacteria bacterium,1977087,PZN41575.1,204
Proteobacteria bacterium,1977087,PZN13653.1,214
Rhizobium tubonense,484088,PZM12285.1,199
Rhizobium tubonense,484088,PZM12214.1,195
Rhizobium tubonense,484088,PZM10782.1,201
Rhizobium tubonense,484088,PZM09989.1,196
Rhizobium tubonense,484088,PZM09969.1,223
Rhizobium tumorigenes,2041385,PZM05319.1,199
Rhizobium tumorigenes,2041385,PZL98307.1,200
Rhizobium tumorigenes,2041385,PZL97787.1,216
Citrobacter youngae,133448,AWV25664.1,232
Methylobacterium sp. XJLM,1826873,AWV16455.1,227
Methylobacterium sp. XJLM,1826873,AWV16232.1,235
Methylobacterium sp. XJLM,1826873,AWV16230.1,210
Rhizobiales bacterium KCTC 52945,2219703,PZF77201.1,209
Rhizobiales bacterium KCTC 52945,2219703,PZF76876.1,213
Rhizobiales bacterium KCTC 52945,2219703,PZF75923.1,215
Pseudomonas aeruginosa,287,SQK98281.1,237
Aeromonas caviae,648,SQH61184.1,224
Aeromonas caviae,648,SQH59210.1,252
Pseudomonas mucidolens,46679,SQH31214.1,230
Bordetella parapertussis,519,SQH18638.1,227
Legionella pneumophila subsp. pascullei,91890,SQG89681.1,282
Legionella pneumophila,446,SQG84956.1,244
Achromobacter xylosoxidans,85698,SQG71575.1,227
Pseudomonas fluorescens,294,SQF88775.1,207
Paucimonas lemoignei,29443,SQF98029.1,258
Pseudomonas sp. 57B-090624,2213080,PZE15277.1,227
Pseudomonas sp. 57B-090624,2213080,PZE13254.1,210
Ensifer sp. AP48,2135475,WP_110879237.1,259
Ensifer sp. AP48,2135475,WP_110878306.1,202
Ensifer adhaerens,106592,WP_110819406.1,262
Rhizobium,379,WP_110800423.1,206
Rhizobium,379,WP_110798770.1,203
Rhizobium wuzhouense,1986026,WP_110794002.1,319
Arcobacter sp. 31_11_sub10_T18,1856277,OUR69430.1,216
Cycloclasticus sp. 46_83_sub15_T18,1856280,OUR68481.1,227
Bermanella sp. 47_1433_sub80_T6,1856278,OUR66929.1,218
Marinomonas sp. 42_23_T18,1856283,OUR64423.1,212
Methylophaga sp. 42_25_T18,1856285,OUR63700.1,219
Sulfurospirillum sp. SL2-1,1986224,ARU48275.1,215
Oleiphilus messinensis,141451,ARU56980.1,234
Oleiphilus messinensis,141451,ARU56887.1,220
Pseudomonas aeruginosa,287,ARU34087.1,237
Cellvibrio sp. PSBB006,1987723,ARU26151.1,215
Parendozoicomonas haliclonae,1960125,WP_087109114.1,211
Pseudomonas,286,WP_087088953.1,235
Comamonas testosteroni,285,WP_087082180.1,242
Citrobacter,544,WP_087052066.1,232
Citrobacter,544,WP_087051245.1,232
Oceanisphaera profunda,1416627,WP_087034759.1,232
Thaumasiovibrio subtropicus,1891207,WP_087017793.1,216
Rhizobium sullae,50338,WP_087002638.1,324
Rhizobium sullae,50338,WP_087001400.1,199
Rhizobium sullae,50338,WP_086993512.1,199
Pseudomonas putida,303,WP_086974240.1,230
Oceanisphaera avium,1903694,WP_086965263.1,197
Thaumasiovibrio occultus,1891184,WP_086937835.1,219
Desulfovibrio sp. An276,1965618,OUO54446.1,287
Pseudomonas putida,303,WP_086937255.1,220
Vibrio mangrovi,474394,SMS01739.1,220
Agarilytica rhodophyticola,1737490,WP_086932787.1,209
Shewanella putrefaciens,24,WP_086904752.1,235
Kushneria marisflavi,157779,WP_086901702.1,197
Kushneria marisflavi,157779,WP_086899387.1,204
Oceanisphaera profunda,1416627,ART81671.1,232
Oceanisphaera avium,1903694,ART81048.1,197
Pseudomonas putida,303,OUM38866.1,230
Pseudomonas aeruginosa,287,OUM36594.1,237
Pseudomonas sp. 1239,1985343,OUM35808.1,236
Kosakonia pseudosacchari,1646340,WP_086873551.1,233
Pseudoalteromonas ulvae,107327,WP_086742254.1,246
Vibrio gigantis,296199,WP_086714660.1,222
Pseudomonas aeruginosa,287,WP_086698685.1,232
Kushneria konosiri,698828,WP_086622371.1,204
Kushneria konosiri,698828,WP_086622074.1,219
Shewanella putrefaciens,24,OUM09863.1,235
Kushneria marisflavi,157779,ART64580.1,197
Kushneria marisflavi,157779,ART62136.1,204
uncultured bacterium,77133,ART40955.1,216
uncultured bacterium,77133,ART40352.1,219
uncultured bacterium,77133,ART38962.1,247
uncultured bacterium,77133,ART38717.1,247
uncultured bacterium,77133,ART38260.1,247
uncultured bacterium,77133,ART37748.1,247
Rhodobacterales bacterium,1948890,PIE06646.1,202
Deltaproteobacteria bacterium,2026735,PID77231.1,196
Deltaproteobacteria bacterium,2026735,PID77074.1,218
Proteobacteria bacterium,1977087,PID47916.1,223
Proteobacteria bacterium,1977087,PID41781.1,208
Sulfuricurvum kujiense,148813,DAB38343.1,214
Sulfurospirillum sp. UBA12182,2015905,DAB33561.1,221
Sulfurospirillum sp. UBA11407,2015904,DAB31652.1,221
Sulfurimonas sp. UBA12504,2015903,DAB30946.1,206
Sulfurimonas sp. UBA10385,2015902,DAB27948.1,206
Caulobacter sp. X,2048901,PIC01785.1,274
Caulobacter sp. FWC2,69664,PIB94240.1,278
Pseudomonas sp. 2995-3,1712680,PIB64369.1,230
Pseudomonas sp. 2822-17,1712678,PIB64365.1,230
Pseudomonas sp. 2995-1,1712679,PIB55724.1,238
Pseudomonas sp. 2822-15,1712677,PIB47672.1,230
Vibrio rotiferianus CAIM 577 = LMG 21460,1224743,PIB13733.1,227
Pseudomonas toyotomiensis,554344,PIA74399.1,226
Pseudomonas sp. PI11,1691904,PIA68212.1,226
Emcibacter congregatus,2043170,PHZ84152.1,238
Photobacterium leiognathi,553611,PHZ60343.1,206
Pseudomonas putida,303,WP_099455770.1,230
Caulobacter sp. BP25,2048900,WP_099444185.1,272
Chitinimonas sp. BJB300,1559339,WP_099406253.1,204
Iodobacter sp. BJB302,1506510,WP_099398583.1,204
Iodobacter sp. BJB302,1506510,WP_099397169.1,209
Shewanella xiamenensis,332186,PHY61992.1,235
Caulobacter sp. BP25,2048900,PHY19056.1,272
Pseudomonas sp. NZIPFR-PS5,1230465,PHX36919.1,218
Vibrio splendidus,29497,PHX08137.1,222
Pseudomonas putida,303,ATP52845.1,230
Pseudomonas putida,303,ATP47608.1,230
Chromobacterium violaceum,536,ATP31088.1,247
Chromobacterium violaceum,536,ATP27175.1,247
Aeromonas dhakensis,196024,WP_099359890.1,224
Chitinimonas sp. BJB300,1559339,PHV11382.1,204
Iodobacter sp. BJB302,1506510,PHV02741.1,209
Iodobacter sp. BJB302,1506510,PHV01243.1,204
Arcobacter marinus,505249,WP_099345516.1,215
Arcobacter molluscorum,1032072,WP_099342666.1,213
Arcobacter molluscorum,1032072,WP_099341913.1,213
Arcobacter canalis,1912871,WP_099333645.1,213
Arcobacter marinus,505249,WP_099310051.1,213
Zhengella mangrovi,1982044,WP_099304553.1,198
Zhengella mangrovi,1982044,WP_099303608.1,202
Pseudomonas sp. ICMP 460,1718917,WP_099239358.1,230
Aeromonas salmonicida subsp. pectinolytica 34mel,1324960,ATP08098.1,224
Aeromonas dhakensis,196024,PHS89505.1,253
Aeromonas dhakensis,196024,PHS89250.1,224
Aeromonas dhakensis,196024,PHS85765.1,224
Kushneria indalinina,184067,WP_115853545.1,197
Kushneria indalinina,184067,WP_115852721.1,203
Methylovirgula ligni,569860,WP_115837578.1,207
Methylovirgula ligni,569860,WP_115836517.1,207
Vibrio coralliilyticus,190893,AXN33694.1,220
Pseudomonas aeruginosa,287,AXN25492.1,237
Vibrio anguillarum,55601,AXN05583.1,220
Pseudomonas plecoglossicida,70775,AXM99065.1,230
Vibrio anguillarum,55601,AXM87579.1,220
Vibrio anguillarum,55601,AXM71936.1,220
Vibrio anguillarum,55601,AXM80997.1,220
Vibrio anguillarum,55601,AXM66006.1,220
Vibrio anguillarum,55601,AXM50248.1,220
Vibrio anguillarum,55601,AXM84298.1,220
Vibrio anguillarum,55601,AXM46905.1,220
Vibrio anguillarum,55601,AXM77687.1,220
Vibrio anguillarum,55601,AXM60189.1,220
Vibrio anguillarum,55601,AXM59359.1,220
Vibrio anguillarum,55601,AXM53638.1,220
Thalassotalea euphylliae,1655234,REL37465.1,198
Thalassotalea euphylliae,1655234,REL32757.1,202
Pseudomonas sp. GV086,2135579,REH58196.1,238
Pseudomonas sp. GV101,2135581,REH32445.1,238
Pseudomonas sp. GV062,2135577,REH05147.1,238
Pseudomonas sp. OV397,2135591,REH03306.1,235
Pseudomonas sp. OV397,2135591,REH00577.1,230
Marinomonas pollencensis,491954,REG84176.1,233
Pseudomonas sp. GV082,2135578,REG29263.1,238
Roseateles depolymerans,76731,REG12897.1,236
Rhodopseudomonas thermotolerans,999700,REG07465.1,205
Rhodopseudomonas thermotolerans,999700,REG07401.1,327
Rhodopseudomonas thermotolerans,999700,REG03001.1,219
Rhodopseudomonas thermotolerans,999700,REF93915.1,295
Pseudomonas sp. OV221,2135587,REF92937.1,230
Pseudomonas sp. GV088,2135580,REF90471.1,235
Methylovirgula ligni,569860,REF85919.1,207
Methylovirgula ligni,569860,REF84234.1,207
Pseudomonas sp. OV657,2135596,REF82163.1,230
Pseudomonas sp. 1033,2135769,REF78303.1,230
Pseudomonas sp. GV088,2135580,REF74416.1,230
Pseudomonas sp. OV577,2135595,REF61964.1,238
Pseudomonas sp. OV081,2135584,REF48043.1,235
Pseudomonas sp. OV081,2135584,REF34628.1,226
Pseudomonas sp. OV081,2135584,REF32952.1,230
Pseudomonas sp. 443,2183916,REE54759.1,230
Pseudomonas sp. 424,2135458,RED79069.1,230
Aestuariispira insulae,1461337,RED51218.1,229
Rhodopseudomonas pentothenatexigens,999699,RED42004.1,205
Rhodopseudomonas pentothenatexigens,999699,RED41940.1,327
Rhodopseudomonas pentothenatexigens,999699,RED35158.1,219
Chelatococcus sp.,1953771,PZU90883.1,212
Shinella sp.,1870904,PZU87136.1,207
Shinella sp.,1870904,PZU85998.1,172
Chelatococcus sp.,1953771,PZU85678.1,212
Shinella sp.,1870904,PZU85468.1,204
Shinella sp.,1870904,PZU85226.1,192
Shinella sp.,1870904,PZU85209.1,190
Shinella sp.,1870904,PZU84670.1,191
Shinella sp.,1870904,PZU82895.1,205
Rhizobium sp.,391,PZU76640.1,201
Rhizobium sp.,391,PZU76108.1,201
Sphingomonas sp.,28214,PZU74686.1,272
Rhizobium sp.,391,PZU71486.1,204
Rhizobium sp.,391,PZU71354.1,177
Sphingobium sp.,1912891,PZU57354.1,202
Thauera sp.,1905334,PZU54441.1,230
Shinella sp.,1870904,PZU24216.1,203
Shinella sp.,1870904,PZU24152.1,210
Shinella sp.,1870904,PZU22681.1,202
Sphingobium sp.,1912891,PZU15062.1,297
Citromicrobium sp.,2024827,PZT90866.1,281
Pseudomonas sp. WCHPs060039,2213015,WP_110992138.1,230
Pseudomonas putida,303,WP_110966999.1,235
Pseudomonas putida,303,WP_110965735.1,234
Pseudomonas bohemica,2044872,WP_110947311.1,220
Pectobacterium carotovorum subsp. carotovorum,555,GBO50227.1,229
Pseudomonas stutzeri,316,PZR92641.1,210
Rhizobiales bacterium,1909294,PZR90259.1,234
Brucella abortus,235,PZR59972.1,206
Brucella abortus,235,PZR59393.1,201
Pseudomonas pseudoalcaligenes,330,PZR46354.1,226
Caulobacter segnis,88688,PZR32239.1,251
Aeromonas media,651,PZQ99101.1,224
Starkeya novella,921,PZQ81738.1,217
Micavibrio aeruginosavorus,349221,PZQ47364.1,232
Phenylobacterium zucineum,284016,PZQ45266.1,251
Pseudomonas putida,303,PZQ36794.1,230
Pseudomonas pseudoalcaligenes,330,PZQ36463.1,226
Starkeya novella,921,PZQ16946.1,210
Arcobacter butzleri,28197,PZQ08831.1,199
Arcobacter butzleri,28197,PZQ05829.1,213
Pseudomonas pseudoalcaligenes,330,PZP80353.1,226
Methylorubrum populi,223967,PZP71977.1,224
Methylorubrum populi,223967,PZP70758.1,217
Methylorubrum populi,223967,PZP70757.1,233
Agrobacterium fabrum,1176649,PZP53974.1,201
Agrobacterium fabrum,1176649,PZP52874.1,204
Agrobacterium fabrum,1176649,PZP50264.1,202
Agrobacterium fabrum,1176649,PZP48668.1,177
Roseateles depolymerans,76731,PZP34639.1,226
Pseudomonas aeruginosa,287,OTJ67250.1,237
Pseudomonas aeruginosa,287,OTJ56104.1,237
Pseudomonas aeruginosa,287,OTJ53498.1,219
Pseudomonas aeruginosa,287,OTJ47457.1,237
Pseudomonas aeruginosa,287,OTJ41137.1,237
Pseudomonas aeruginosa,287,OTJ28092.1,219
Pseudomonas aeruginosa,287,OTJ26321.1,237
Pseudomonas aeruginosa,287,OTJ23957.1,237
Pseudomonas aeruginosa,287,OTJ07940.1,237
Pseudomonas aeruginosa,287,OTJ04157.1,237
Pseudomonas aeruginosa,287,OTJ03676.1,237
Pseudomonas aeruginosa,287,OTI95387.1,237
Pseudomonas aeruginosa,287,OTI91670.1,237
Pseudomonas aeruginosa,287,OTI77934.1,237
Pseudomonas aeruginosa,287,OTI67841.1,237
Pseudomonas aeruginosa,287,OTI66899.1,237
Pseudomonas aeruginosa,287,OTI64166.1,237
Pseudomonas aeruginosa,287,OTI51967.1,237
Pseudomonas aeruginosa,287,OTI39273.1,237
Pseudomonas aeruginosa,287,OTI36544.1,237
Pseudomonas aeruginosa,287,OTI35397.1,240
Pseudomonas aeruginosa,287,OTI29129.1,237
Pseudomonas aeruginosa,287,OTI16303.1,228
Pseudomonas aeruginosa,287,OTI14618.1,237
Pseudomonas aeruginosa,287,OTI09269.1,237
Pseudomonas aeruginosa,287,OTH96822.1,237
Pseudomonas aeruginosa,287,OTH94665.1,237
Pseudomonas aeruginosa,287,OTH87359.1,237
Pseudomonas aeruginosa,287,OTH82905.1,237
Pseudomonas aeruginosa,287,OTH69307.1,237
Pseudomonas aeruginosa,287,OTH68519.1,237
Pseudomonas aeruginosa,287,OTH63813.1,237
Pseudomonas aeruginosa,287,OTH55735.1,237
Pseudomonas aeruginosa,287,OTH48240.1,237
Pseudomonas aeruginosa,287,OTH40604.1,237
Pseudomonas aeruginosa,287,OTH28914.1,237
Pseudomonas aeruginosa,287,OTH25535.1,234
Pseudomonas aeruginosa,287,OTH20931.1,237
Pseudomonas aeruginosa,287,OTH13155.1,237
Pseudomonas aeruginosa,287,OTH07290.1,237
Devosia lucknowensis,1096929,SMQ66101.1,206
Devosia lucknowensis,1096929,SMQ60386.1,279
Altererythrobacter xiamenensis,1316679,SMQ58708.1,328
Pseudomonas aeruginosa,287,OTF64145.1,237
Pseudomonas aeruginosa,287,OTF62595.1,237
Pseudomonas aeruginosa,287,OTF55251.1,237
Pseudomonas aeruginosa,287,OTF47584.1,237
Pseudomonas aeruginosa,287,OTF41272.1,237
Pseudomonas aeruginosa,287,OTF33200.1,237
Pseudomonas aeruginosa,287,OTF26950.1,237
Pseudoalteromonas arctica,394751,PKG65936.1,231
Pseudoalteromonas arctica,394751,PKG63837.1,235
Shewanella sp. GutDb-MelDb,2058316,PKG57113.1,237
Psychromonas sp. Urea-02u-13,2058326,PKG39334.1,211
Psychromonas sp. Urea-02u-13,2058326,PKG37534.1,225
Pseudomonas aeruginosa,287,PKG16781.1,237
Pseudomonas aeruginosa,287,PKG11782.1,237
Vibrio sp. vnigr-6D03,2058088,PKF80010.1,226
Pseudomonas sp. ZYSR67-Z,1905276,PKF71341.1,219
Psychromonas sp. psych-6C06,2058089,PKF60701.1,218
Alteromonadales bacterium alter-6D02,2058087,PKF55449.1,102
Alteromonadales bacterium alter-6D02,2058087,PKF54953.1,228
Enterovibrio nigricans,504469,PKF48817.1,222
Pseudomonas hunanensis,1247546,PKF22768.1,230
Methylomonas sp. Kb3,1611544,PKD38287.1,199
Aeromonas hydrophila,644,PKD24548.1,224
Aeromonas hydrophila,644,PKD22329.1,253
Bradyrhizobium sp. SK17,2057741,AUC97978.1,204
Bradyrhizobium sp. SK17,2057741,AUC93468.1,250
Novosphingobium kunmingense,1211806,WP_100867783.1,291
Aeromonas lusitana,931529,WP_100861080.1,237
Aeromonas lusitana,931529,WP_100858639.1,223
Achromobacter spanius,217203,WP_100855115.1,226
Halomonas sp. es.049,1761788,WP_100819100.1,236
Vibrio sp. HA2012,1971595,WP_100799951.1,228
Rhizobium sp. Y9,1914541,AUC11815.1,201
Rhizobium sp. Y9,1914541,AUC11241.1,177
Rhizobium sp. Y9,1914541,AUC10997.1,204
Rhizobium sp. Y9,1914541,AUC09896.1,201
Vibrio anguillarum,55601,AUB96790.1,220
Vibrio anguillarum,55601,AUB93359.1,220
Vibrio anguillarum,55601,AUB89917.1,220
Vibrio anguillarum,55601,AUB86479.1,220
Legionella pneumophila,446,AUB71105.1,244
Legionella pneumophila,446,AUB68132.1,244
Vibrio salilacus,1323749,WP_100752755.1,223
Halomonas sp. 141,2056666,WP_100731265.1,234
Novosphingobium kunmingense,1211806,PKB14777.1,325
Halomonas sp. es.049,1761788,PKB01487.1,236
Pseudomonas baetica,674054,PKA70074.1,230
Pseudomonas aeruginosa,287,AUA78350.1,237
Pseudomonas aeruginosa,287,AUB02976.1,237
Pseudomonas aeruginosa,287,AUA96064.1,237
Pseudomonas aeruginosa,287,AUA71507.1,237
Sinorhizobium meliloti,382,WP_100675112.1,196
Sinorhizobium meliloti,382,WP_100673961.1,202
Achromobacter spanius,217203,AUA57196.1,226
Ochrobactrum,528,WP_100650263.1,202
Ochrobactrum,528,WP_100647683.1,206
Rhizobium sullae,50338,PKA44554.1,65
Pseudorhodoplanes sinuspersici,1235591,RKE70275.1,225
Tardiphaga sp. YR296,2135488,RKE54171.1,207
Tardiphaga sp. YR296,2135488,RKE51521.1,267
Tardiphaga sp. YR296,2135488,RKE44944.1,345
Stappia sp. ARW1T,2135615,RKE40680.1,205
Kushneria marisflavi,157779,RKD87554.1,219
Kushneria marisflavi,157779,RKD87216.1,204
Rhizobium sp. WW_1,1907375,RKD74951.1,199
Rhizobium sp. WW_1,1907375,RKD67721.1,213
Rhizobium sp. WW_1,1907375,RKD56603.1,201
Rhizobium sp. WW_1,1907375,RKD52125.1,224
Legionella pneumophila subsp. pneumophila,91891,RJY45756.1,244
Legionella pneumophila subsp. pneumophila,91891,RJY41609.1,244
Legionella pneumophila subsp. pneumophila,91891,RJY40677.1,244
Legionella pneumophila subsp. pneumophila,91891,RJY36347.1,244
Legionella pneumophila subsp. pneumophila,91891,RJY35717.1,244
Legionella pneumophila subsp. pneumophila,91891,RJY29955.1,244
Legionella pneumophila subsp. pneumophila,91891,RJY26565.1,244
Legionella pneumophila subsp. pneumophila,91891,RJY26207.1,244
Shewanella spongiae,342950,RJY16470.1,235
Pseudomonas sp. LS-2,2315859,RJX83200.1,259
Pseudomonas sp. LS-2,2315859,RJX82867.1,218
Vibrio sp. BEI233,2302434,RJX69748.1,221
Altererythrobacter sp. Ery12,2306996,RJX67891.1,366
Desulfurivibrio sp.,2093369,RJX27955.1,216
Desulfobulbus sp.,895,RJX23816.1,225
Legionella taurinensis,70611,RJT69493.1,198
Legionella taurinensis,70611,RJT49460.1,198
Mesorhizobium waimense,1300307,RJT40629.1,184
Mesorhizobium waimense,1300307,RJT39106.1,195
Mesorhizobium waimense,1300307,RJT38428.1,201
Mesorhizobium jarvisii,1777867,RJT38375.1,207
Mesorhizobium waimense,1300307,RJT37453.1,205
Mesorhizobium waimense,1300307,RJT35112.1,327
Mesorhizobium waimense,1300307,RJT34102.1,205
Mesorhizobium jarvisii,1777867,RJT31265.1,202
Mesorhizobium jarvisii,1777867,RJT31221.1,206
Mesorhizobium jarvisii,1777867,RJT29942.1,314
Mesorhizobium jarvisii,1777867,RJT28561.1,204
Buttiauxella izardii,82991,RJT27521.1,212
Methylobacterium sp.,409,GBU20063.1,231
Achromobacter sp. B7,2282475,AYD64009.1,232
Pseudomonas sp. SCT,412955,GCA57695.1,238
Pseudomonas sp. SCT,412955,GCA58217.1,241
Candidatus Abyssubacteria bacterium SURF_5,2093360,RJP18597.1,215
Neorhizobium sp. NCHU2750,1825976,AYD03410.1,205
Neorhizobium sp. NCHU2750,1825976,AYD01317.1,193
Neorhizobium sp. NCHU2750,1825976,AYD00568.1,201
Rhodopseudomonas palustris,1076,WP_119858657.1,207
Pseudoalteromonas profundi,1774956,WP_119853548.1,235
Bradyrhizobium sp. CCGE-LA001,1223566,WP_060736428.1,207
Bradyrhizobium sp. CCGE-LA001,1223566,WP_060735302.1,203
Agrobacterium tumefaciens,358,WP_060726683.1,221
Agrobacterium tumefaciens,358,WP_060724917.1,201
Agrobacterium tumefaciens,358,WP_060724249.1,221
Agrobacterium,357,WP_060723664.1,177
Achromobacter xylosoxidans,85698,WP_060720699.1,232
Agrobacterium vitis,373,WP_060719386.1,204
Agrobacterium vitis,373,WP_060715536.1,204
Rhizobium sp. Root491,1736548,WP_060642864.1,221
Rhizobium sp. Root483D2,1736545,WP_060637882.1,206
Aureimonas altamirensis,370622,WP_060608686.1,212
Aureimonas altamirensis,370622,WP_060601211.1,199
Aurantimonas coralicida,182270,WP_060577020.1,201
Pseudomonas sp. Leaf48,1736221,WP_060541904.1,230
Pseudomonas sp. Leaf48,1736221,WP_060541333.1,235
Pseudomonas sp. NBRC 111125,1661040,WP_060539138.1,225
Vibrio vulnificus,672,WP_060534691.1,245
Ensifer,106591,WP_060519575.1,206
Pseudomonas sp. NBRC 111124,1661039,WP_060513249.1,230
Pseudomonas,286,WP_060501563.1,230
Rhizobium,379,WP_060501295.1,206
Pseudomonas monteilii,76759,WP_060480546.1,230
Vibrio toranzoniae,1194427,WP_060469147.1,222
Pseudomonas fluorescens,294,KWU48042.1,230
Vibrio parahaemolyticus,670,KWU37721.1,227
Vibrio parahaemolyticus,670,KWU33091.1,227
Achromobacter xylosoxidans,85698,KWU20541.1,232
Vibrio toranzoniae,1194427,KWT99620.1,222
Agrobacterium tumefaciens str. B6,1183423,KWT88723.1,204
Agrobacterium tumefaciens str. B6,1183423,KWT87120.1,177
Agrobacterium tumefaciens str. B6,1183423,KWT85991.1,221
Agrobacterium tumefaciens str. B6,1183423,KWT85819.1,202
