"","organism","TaxID","subgroup","level","RefSeq.FTP"
"1924.1","Arcobacter mytili LMG 24559",1032238,"delta/epsilon subdivisions","SAMN03737955","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/775/GCF_003346775.1_ASM334677v1"
"22223","Arcobacter halophilus",197482,"delta/epsilon subdivisions","SAMN03737952","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/755/GCF_003346755.1_ASM334675v1"
"4181","Aquitalea magnusonii",332411,"Betaproteobacteria","SAMD00080950","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/217/795/GCA_002217795.2_ASM221779v2"
"33210","Pusillimonas sp. EA3",2183983,"Betaproteobacteria","SAMN09081310","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/337/475/GCA_003337475.1_ASM333747v1"
"23917","Marinomonas foliarum",491950,"Gammaproteobacteria","SAMN09074955","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/337/275/GCA_003337275.1_ASM333727v1"
"23915","Rhodospirillaceae bacterium NAU-10",2171757,"Alphaproteobacteria","SAMN09235234","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/875/GCA_003336875.1_ASM333687v1"
"23906","Enterobacteriaceae bacterium w17",2282309,"Gammaproteobacteria","SAMN09667311","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/325/GCA_003336325.1_ASM333632v1"
"23904","Corallincola sp. C4",2282215,"Gammaproteobacteria","SAMN09668232","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/225/GCA_003336225.1_ASM333622v1"
"23911","Marinobacter litoralis",187981,"Gammaproteobacteria","SAMN09425405","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/705/GCA_003336705.1_ASM333670v1"
"23907","Enterobacteriaceae bacterium w6",2282310,"Gammaproteobacteria","SAMN09667310","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/336/345/GCA_003336345.1_ASM333634v1"
"23928","Thioalbus denitrificans",547122,"Gammaproteobacteria","SAMN09074856","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/337/735/GCA_003337735.1_ASM333773v1"
"1.1","Pseudomonas aeruginosa PAO1",208964,"Gammaproteobacteria","SAMN02603714","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/765/GCA_000006765.1_ASM676v1"
"30419","Chromobacterium sp. IIBBL 274-1",2202142,"Betaproteobacteria","SAMN09210930","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/495/GCA_003325495.1_ASM332549v1"
"27527","Chromobacterium sp. IIBBL 112-1",2202141,"Betaproteobacteria","SAMN09210928","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/325/475/GCA_003325475.1_ASM332547v1"
"23854","Eoetvoesia caeni",645616,"Betaproteobacteria","SAMN09074943","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/315/175/GCA_003315175.1_ASM331517v1"
"23878","Marinomonas rhizomae",491948,"Gammaproteobacteria","SAMN09074957","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/315/485/GCA_003315485.1_ASM331548v1"
"36076","Arcobacter sp. FW59",1912879,"delta/epsilon subdivisions","SAMN07767221","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/685/GCA_003316685.1_ASM331668v1"
"38866","Arcobacter sp. CECT 9230",2044510,"delta/epsilon subdivisions","SAMN07767220","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/695/GCA_003316695.1_ASM331669v1"
"23846","Marinomonas aquiplantarum",491951,"Gammaproteobacteria","SAMN09074954","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/314/975/GCA_003314975.1_ASM331497v1"
"38943","Arcobacter sp. CECT 9188",2044505,"delta/epsilon subdivisions","SAMN07767213","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/735/GCA_003316735.1_ASM331673v1"
"28165","Brenneria salicis ATCC 15712 = DSM 30166",714314,"Gammaproteobacteria","SAMN09062771","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/315/515/GCA_003315515.1_ASM331551v1"
"12970","Marinobacter pelagius",379482,"Gammaproteobacteria","SAMN04487961","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/114/925/GCA_900114925.1_IMG-taxon_2619618995_annotated_assembly"
"23135","Pseudocitrobacter faecalis",1398493,"Gammaproteobacteria","SAMN09074683","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/315/335/GCA_003315335.1_ASM331533v1"
"38219","Psychromonas sp. B3M02",2267226,"Gammaproteobacteria","SAMN09522130","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/318/165/GCA_003318165.1_ASM331816v1"
"23887","Vibrionales bacterium C3R12",2267228,"Gammaproteobacteria","SAMN09522132","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/318/175/GCA_003318175.1_ASM331817v1"
"24874","Pectobacterium peruviense",2066479,"Gammaproteobacteria","SAMN04526254","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/847/345/GCA_002847345.1_ASM284734v1"
"8.1","Vibrio vulnificus",672,"Gammaproteobacteria","SAMN04457466","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/135/GCA_002215135.1_ASM221513v1"
"1435","Aeromonas caviae",648,"Gammaproteobacteria","SAMN02934523","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/775/GCA_000783775.2_ASM78377v2"
"1849","Halomonas sulfidaeris",115553,"Gammaproteobacteria","SAMN09509732","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/298/795/GCA_003298795.1_ASM329879v1"
"23804","Moritella yayanosii",69539,"Gammaproteobacteria","SAMEA104555970","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/465/055/GCA_900465055.1_MORIYA_PRJEB24680v2"
"5775","Vibrio variabilis",990271,"Gammaproteobacteria","SAMN03112719","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/325/GCA_000783325.1_ASM78332v1"
"681","Shewanella benthica KT99",314608,"Gammaproteobacteria","SAMN02436096","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/075/GCA_000172075.1_ASM17207v1"
"1714","Rhizobium tropici CIAT 899",698761,"Alphaproteobacteria","SAMN02604105","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/330/885/GCA_000330885.1_ASM33088v1"
"3087","Kluyvera cryocrescens NBRC 102467",1218112,"Gammaproteobacteria","SAMD00046725","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/285/GCA_001571285.1_ASM157128v1"
"27149","Nitrincola sp. xg18",2219697,"Gammaproteobacteria","SAMN09389146","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/284/585/GCA_003284585.1_ASM328458v1"
"23810","Marinomonas primoryensis",178399,"Gammaproteobacteria","SAMN05171875","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/285/205/GCA_003285205.1_ASM328520v1"
"5314","Lonsdalea quercina subsp. quercina",1082705,"Gammaproteobacteria","SAMN02712570","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/655/GCA_000688655.1_LonsB104"
"12261","Halomonas taeanensis",284577,"Gammaproteobacteria","SAMN05216571","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/100/755/GCA_900100755.1_IMG-taxon_2636416175_annotated_assembly"
"28165.1","Brenneria salicis ATCC 15712 = DSM 30166",714314,"Gammaproteobacteria","SAMN09062771","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/315/515/GCA_003315515.1_ASM331551v1"
"25177","Achromobacter marplatensis",470868,"Betaproteobacteria","SAMN07270369","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/535/GCA_002209535.1_ASM220953v1"
"23692","Cellvibrionaceae bacterium AOL6",2022661,"Gammaproteobacteria","SAMN07415057","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/265/435/GCA_003265435.1_ASM326543v1"
"24757","Catenovulum sp. RQJ05",2234133,"Gammaproteobacteria","SAMN09469620","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/286/125/GCA_003286125.1_ASM328612v1"
"23686","Desulfobacter hydrogenophilus",2291,"delta/epsilon subdivisions","SAMN09433089","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/261/095/GCA_003261095.1_ASM326109v1"
"2964","Aeromonas media WS",1208104,"Gammaproteobacteria","SAMN02472129","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/215/GCA_000287215.3_ASM28721v3"
"62.1","Aeromonas salmonicida subsp. salmonicida A449",382245,"Gammaproteobacteria","SAMN02603664","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/395/GCA_000196395.1_ASM19639v1"
"6024","Aeromonas allosaccharophila",656,"Gammaproteobacteria","SAMN04099669","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/446/895/GCA_001446895.1_ASM144689v1"
"21993","Streptomyces cavourensis",67258,"Actinobacteria","SAMN08043808","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/804/165/GCA_002804165.1_ASM280416v1"
"13811","Achromobacter insolitus",217204,"Betaproteobacteria","SAMN02934544","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/435/GCA_000783435.2_ASM78343v2"
"7385","Pseudomonas thivervalensis",86265,"Gammaproteobacteria","SAMN07258962","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/293/325/GCA_003293325.1_ASM329332v1"
"6287","Ferriphaselus amnicola",1188319,"Betaproteobacteria","SAMD00025396","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/685/GCA_000974685.2_FaOYT1_2.0"
"23365","Pseudocitrobacter sp. RIT 415",2202163,"Gammaproteobacteria","SAMN08917458","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/057/695/GCA_003057695.2_ASM305769v2"
"17466","Lonsdalea populi",1172565,"Gammaproteobacteria","SAMN04363454","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/545/GCA_002111545.1_ASM211154v1"
"5314.1","Lonsdalea quercina subsp. quercina",1082705,"Gammaproteobacteria","SAMN02712570","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/655/GCA_000688655.1_LonsB104"
"5646","Vibrio diazotrophicus NBRC 103148",1348635,"Gammaproteobacteria","SAMD00018681","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/740/015/GCA_000740015.1_ASM74001v1"
"23671","Paucimonas lemoignei",29443,"Betaproteobacteria","SAMEA3711433","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/325/GCA_900475325.1_43222_E01"
"38220","Marinomonas sp. DSL-35",2202418,"Gammaproteobacteria","SAMN09228020","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/259/175/GCA_003259175.1_ASM325917v1"
"23652","Marinomonas arctica",383750,"Gammaproteobacteria","SAMN09230410","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/259/225/GCA_003259225.1_ASM325922v1"
"23656","Aliidiomarina maris",531312,"Gammaproteobacteria","SAMN06295881","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/259/445/GCA_003259445.1_ASM325944v1"
"23639","Marinobacter bohaiensis",2201898,"Gammaproteobacteria","SAMN09218204","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/258/515/GCA_003258515.1_ASM325851v1"
"14964","Rhodoblastus acidophilus",1074,"Alphaproteobacteria","SAMN06265338","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/365/GCA_900187365.1_IMG-taxon_2724679731_annotated_assembly"
"41845","Pseudomonas sp. URMO17WK12:I11",1283291,"Gammaproteobacteria","SAMEA3393040","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/511/755/GCA_001511755.1_Shine"
"2573","Thauera sp. MZ1T",85643,"Betaproteobacteria","SAMN00000048","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/765/GCA_000021765.1_ASM2176v1"
"23189","Pseudomonas bohemica",2044872,"Gammaproteobacteria","SAMN07278004","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/934/685/GCA_002934685.1_ASM293468v1"
"783.1","Pectobacterium carotovorum subsp. carotovorum PC1",561230,"Gammaproteobacteria","SAMN02598478","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/605/GCA_000023605.1_ASM2360v1"
"517","Pseudomonas stutzeri",316,"Gammaproteobacteria","SAMN02673421","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/475/GCA_000590475.1_ASM59047v1"
"1018","Starkeya novella DSM 506",639283,"Alphaproteobacteria","SAMN02598514","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/925/GCA_000092925.1_ASM9292v1"
"699","Arcobacter butzleri RM4018",367737,"delta/epsilon subdivisions","SAMN02604276","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/025/GCA_000014025.1_ASM1402v1"
"628","Methylorubrum populi BJ001",441620,"Alphaproteobacteria","SAMN00000038","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/945/GCA_000019945.1_ASM1994v1"
"327","Shewanella oneidensis MR-1",211586,"Gammaproteobacteria","SAMN02604014","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/165/GCA_000146165.2_ASM14616v2"
"12424","Pseudomonas kuykendallii",1007099,"Gammaproteobacteria","SAMN05216287","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/975/GCA_900106975.1_IMG-taxon_2671180037_annotated_assembly"
"24350","Candidatus Methyloumidiphilus alinensis",2202197,"Gammaproteobacteria","SAMN09223204","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/242/955/GCA_003242955.1_ASM324295v1"
"877","Citrobacter youngae",133448,"Gammaproteobacteria","SAMN07206908","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/255/895/GCA_003255895.1_ASM325589v1"
"40716","Methylobacterium sp. XJLM",1826873,"Alphaproteobacteria","SAMN04590024","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/375/GCA_003254375.1_ASM325437v1"
"3053","Pseudomonas mucidolens",46679,"Gammaproteobacteria","SAMEA4040591","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/945/GCA_900475945.1_48290_E02"
"42320","Legionella pneumophila subsp. pascullei",91890,"Gammaproteobacteria","SAMN04438305","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/590/615/GCA_001590615.2_ASM159061v2"
"4426","Pseudomonas mosselii",78327,"Gammaproteobacteria","SAMN07606279","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/309/555/GCA_002309555.1_ASM230955v1"
"1.2","Pseudomonas aeruginosa PAO1",208964,"Gammaproteobacteria","SAMN02603714","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/765/GCA_000006765.1_ASM676v1"
"23460","Salinicola acroporae",1541440,"Gammaproteobacteria","SAMN06299116","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/206/615/GCA_003206615.1_ASM320661v1"
"38666","Salinicola sp. CR57",1949086,"Gammaproteobacteria","SAMN06299283","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/206/585/GCA_003206585.1_ASM320658v1"
"41478","Salinicola sp. CR45",1949084,"Gammaproteobacteria","SAMN06299280","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/206/695/GCA_003206695.1_ASM320669v1"
"39119","Salinicola sp. CPA62",1949082,"Gammaproteobacteria","SAMN06299277","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/206/645/GCA_003206645.1_ASM320664v1"
"12493","Salinicola sp. MIT1003",1882734,"Gammaproteobacteria","SAMN05438986","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/858/555/GCA_001858555.1_ASM185855v1"
"23442","Salinicola halophilus",184065,"Gammaproteobacteria","SAMN06299115","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/206/155/GCA_003206155.1_ASM320615v1"
"13690","Salinicola socius",404433,"Gammaproteobacteria","SAMN06145960","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/937/195/GCA_001937195.1_ASM193719v1"
"32465","Salinicola sp. CR50",1949085,"Gammaproteobacteria","SAMN06299281","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/206/045/GCA_003206045.1_ASM320604v1"
"8913","Pseudomonas koreensis",198620,"Gammaproteobacteria","SAMN04498955","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/965/GCA_001605965.1_ASM160596v1"
"23443","Marinomonas alcarazii",491949,"Gammaproteobacteria","SAMN09077293","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/215/GCA_003208215.1_ASM320821v1"
"23228","Azoarcus communis",41977,"Betaproteobacteria","SAMN07267281","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/111/645/GCA_003111645.1_ASM311164v1"
"33271","Glaciecola sp. KUL10",2161813,"Gammaproteobacteria","SAMD00115722","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/203/515/GCA_003203515.1_ASM320351v1"
"4549","Acidobacteria bacterium JGI 0001001-H03",1235986,"unclassified Acidobacteria","SAMN02441467","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/775/GCA_000463775.1_ASM46377v1"
"22217","Shewanella chilikensis",558541,"Gammaproteobacteria","SAMN07175131","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/836/945/GCA_002836945.1_ASM283694v1"
"25454","Pseudomonas soli",1306993,"Gammaproteobacteria","SAMN09295224","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/205/305/GCA_003205305.1_ASM320530v1"
"1306","Pseudomonas fulva 12-X",743720,"Gammaproteobacteria","SAMN00713619","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/805/GCA_000213805.1_ASM21380v1"
"38206","Citrobacter sp. CRE-46",1703250,"Gammaproteobacteria","SAMN04014998","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/204/265/GCA_003204265.1_ASM320426v1"
"23421","Sphaerotilus hippei",744406,"Betaproteobacteria","SAMN08769588","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/595/GCA_003201595.1_ASM320159v1"
"3507","Aeromonas diversa CDC 2478-85",1268237,"Gammaproteobacteria","SAMN02471398","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/845/GCA_000367845.1_Adiv1.0"
"23423","Undibacterium pigrum",401470,"Betaproteobacteria","SAMN09074686","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/815/GCA_003201815.1_ASM320181v1"
"23410","Pokkaliibacter plantistimulans",1635171,"Gammaproteobacteria","SAMN03447955","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/194/385/GCA_003194385.1_ASM319438v1"
"22335","Halomonas heilongjiangensis",1387883,"Gammaproteobacteria","SAMN08324229","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/879/645/GCA_002879645.1_ASM287964v1"
"23419","Grimontella sp. AG753",2183905,"Gammaproteobacteria","SAMN09083421","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/201/505/GCA_003201505.1_ASM320150v1"
"4397","Bradyrhizobium diazoefficiens USDA 110",224911,"Alphaproteobacteria","SAMD00061083","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/365/GCA_000011365.1_ASM1136v1"
"39531","Methylobacterium sp. 17Sr1-1",2202826,"Alphaproteobacteria","SAMN09235337","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/775/GCA_003173775.1_ASM317377v1"
"38207","Methylobacterium sp. 17Sr1-28",2202827,"Alphaproteobacteria","SAMN09235361","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/755/GCA_003173755.1_ASM317375v1"
"36838","Methylobacterium sp. 17Sr1-43",2202828,"Alphaproteobacteria","SAMN09235362","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/735/GCA_003173735.1_ASM317373v1"
"23389","Zavarzinia compransoris",1264899,"Alphaproteobacteria","SAMN09217618","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/055/GCA_003173055.1_ASM317305v1"
"35044","Methylobacterium sp. 17SD2-17",2202825,"Alphaproteobacteria","SAMN09235291","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/173/715/GCA_003173715.1_ASM317371v1"
"41816","Bradyrhizobium sp. ORS 3257",167468,"Alphaproteobacteria","SAMEA104196492","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/324/035/GCA_900324035.1_BRAD3257"
"23221","Brenneria roseae subsp. americana",1508507,"Gammaproteobacteria","SAMN06481842","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/115/815/GCA_003115815.1_ASM311581v1"
"36864","Bradyrhizobium sp. 3 85S1MB",1404367,"Alphaproteobacteria","SAMN07448748","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/465/GCA_002266465.2_ASM226646v2"
"35013","Bradyrhizobium sp. 2 39S1MB",1404768,"Alphaproteobacteria","SAMN07448754","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/266/435/GCA_002266435.2_ASM226643v2"
"12179","Bradyrhizobium ottawaense",931866,"Alphaproteobacteria","SAMN07448707","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/135/GCA_002278135.2_ASM227813v2"
"35180","Bordetella sp. 3d-2-2",2175229,"Betaproteobacteria","SAMN08993631","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/123/725/GCA_003123725.1_ASM312372v1"
"5443","Shewanella xiamenensis",332186,"Gammaproteobacteria","SAMN03704056","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/723/195/GCA_001723195.1_ASM172319v1"
"12336","Pseudomonas prosekii",1148509,"Gammaproteobacteria","SAMN05216222","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/155/GCA_900105155.1_IMG-taxon_2663762789_annotated_assembly"
"2295","Alcaligenes faecalis",511,"Betaproteobacteria","SAMN03379009","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/305/GCA_000967305.2_ASM96730v2"
"292.1","Pectobacterium atrosepticum SCRI1043",218491,"Gammaproteobacteria","SAMEA1705920","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/605/GCA_000011605.1_ASM1160v1"
"23227","Aquabacterium olei",1296669,"Betaproteobacteria","SAMN09010100","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/100/395/GCA_003100395.1_ASM310039v1"
"33214","Methylocystis sp. MitZ-2018",2127046,"Alphaproteobacteria","SAMN08554709","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/113/245/GCA_003113245.1_ASM311324v1"
"23209","Novimethylophilus kurashikiensis",1825523,"Betaproteobacteria","SAMD00076649","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/112/435/GCA_003112435.1_ASM311243v1"
"646","Shewanella halifaxensis HAW-EB4",458817,"Gammaproteobacteria","SAMN02598431","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/185/GCA_000019185.1_ASM1918v1"
"33320","Methylobacterium sp. DM1",2067957,"Alphaproteobacteria","SAMN08242079","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/111/705/GCA_003111705.1_ASM311170v1"
"23219","Methylosinus sporium",428,"Alphaproteobacteria","SAMN08554708","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/113/265/GCA_003113265.1_ASM311326v1"
"23221.1","Brenneria roseae subsp. americana",1508507,"Gammaproteobacteria","SAMN06481842","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/115/815/GCA_003115815.1_ASM311581v1"
"23884","Kushneria phyllosphaerae",2100822,"Gammaproteobacteria","SAMEA104667428","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/312/995/GCA_900312995.1_Kushneria_sp_EAod3_Prokka"
"23257","Methylobacterium organophilum",410,"Alphaproteobacteria","SAMN08769567","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/615/GCA_003096615.1_ASM309661v1"
"2395","Pseudomonas kilonensis",132476,"Gammaproteobacteria","SAMN03401053","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/968/575/GCA_000968575.1_Pfluo_1855_344_v1"
"32.1","Vibrio cholerae O1 biovar El Tor str. N16961",243277,"Gammaproteobacteria","SAMN02603969","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/745/GCA_000006745.1_ASM674v1"
"23186","Alcaligenes aquatilis",323284,"Betaproteobacteria","SAMN09984971","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/671/915/GCA_003671915.1_ASM367191v1"
"23166","Gammaproteobacteria bacterium DM2",2169539,"Gammaproteobacteria","SAMN08931231","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/072/645/GCA_003072645.1_ASM307264v1"
"23177","Catenovulum sp. CCB-QB4",2172099,"Gammaproteobacteria","SAMN08394866","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/063/625/GCA_003063625.1_ASM306362v1"
"24300","Pseudoarcobacter caeni",1912877,"delta/epsilon subdivisions","SAMN06286566","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/063/245/GCA_003063245.1_ASM306324v1"
"41246","Arcobacter sp. RW43-9",1912876,"delta/epsilon subdivisions","SAMN06286567","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/063/295/GCA_003063295.1_ASM306329v1"
"23146","Bradyrhizobium algeriense",634784,"Alphaproteobacteria","SAMN08690532","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/062/295/GCA_003062295.1_ASM306229v1"
