"","organism","TaxID","subgroup","level","RefSeq.FTP","tbl","prt"
"9469","Methylophaga muralis",291169,"Gammaproteobacteria","SAMN05178898","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/165/GCA_001720165.1_MmBur1_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/165/GCA_001720165.1_MmBur1_1.0/GCA_001720165.1_MmBur1_1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/165/GCA_001720165.1_MmBur1_1.0/GCA_001720165.1_MmBur1_1.0_protein.faa.gz"
"8567","Paramesorhizobium deserti",1494590,"Alphaproteobacteria","SAMN04280999","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/695/GCA_001558695.1_ASM155869v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/695/GCA_001558695.1_ASM155869v1/GCA_001558695.1_ASM155869v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/695/GCA_001558695.1_ASM155869v1/GCA_001558695.1_ASM155869v1_protein.faa.gz"
"8710","Rhodoplanes sp. Z2-YC6860",674703,"Alphaproteobacteria","SAMN04521129","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/845/GCA_001579845.1_ASM157984v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/845/GCA_001579845.1_ASM157984v1/GCA_001579845.1_ASM157984v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/845/GCA_001579845.1_ASM157984v1/GCA_001579845.1_ASM157984v1_protein.faa.gz"
"8568","Enterovibrio coralii",294935,"Gammaproteobacteria","SAMN04296881","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/595/GCA_001559595.1_CAIM912T.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/595/GCA_001559595.1_CAIM912T.1/GCA_001559595.1_CAIM912T.1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/595/GCA_001559595.1_CAIM912T.1/GCA_001559595.1_CAIM912T.1_protein.faa.gz"
"9138","Methylobacillus sp. MM3",1848039,"Betaproteobacteria","SAMN04958150","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/185/GCA_001645185.1_ASM164518v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/185/GCA_001645185.1_ASM164518v1/GCA_001645185.1_ASM164518v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/185/GCA_001645185.1_ASM164518v1/GCA_001645185.1_ASM164518v1_protein.faa.gz"
"32838","Bradyrhizobium yuanmingense",108015,"Alphaproteobacteria","SAMN04088257","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/439/885/GCA_001439885.1_ABySSBR3267","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/439/885/GCA_001439885.1_ABySSBR3267/GCA_001439885.1_ABySSBR3267_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/439/885/GCA_001439885.1_ABySSBR3267/GCA_001439885.1_ABySSBR3267_protein.faa.gz"
"9309","Bradyrhizobium paxllaeri",190148,"Alphaproteobacteria","SAMN05230119","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/515/GCA_001693515.1_ASM169351v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/515/GCA_001693515.1_ASM169351v1/GCA_001693515.1_ASM169351v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/515/GCA_001693515.1_ASM169351v1/GCA_001693515.1_ASM169351v1_protein.faa.gz"
"9307","Bradyrhizobium icense",1274631,"Alphaproteobacteria","SAMN05230120","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/385/GCA_001693385.1_ASM169338v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/385/GCA_001693385.1_ASM169338v1/GCA_001693385.1_ASM169338v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/385/GCA_001693385.1_ASM169338v1/GCA_001693385.1_ASM169338v1_protein.faa.gz"
"39557","Bradyrhizobium sp.",376,"Alphaproteobacteria","SAMEA3647810","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/011/245/GCA_900011245.1_BF49.v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/011/245/GCA_900011245.1_BF49.v1/GCA_900011245.1_BF49.v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/011/245/GCA_900011245.1_BF49.v1/GCA_900011245.1_BF49.v1_protein.faa.gz"
"28747","Methylorubrum populi",223967,"Alphaproteobacteria","SAMD00024749","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/515/GCA_002355515.1_ASM235551v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/515/GCA_002355515.1_ASM235551v1/GCA_002355515.1_ASM235551v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/515/GCA_002355515.1_ASM235551v1/GCA_002355515.1_ASM235551v1_protein.faa.gz"
"9083","Bradyrhizobium neotropicale",1497615,"Alphaproteobacteria","SAMN04457964","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/641/695/GCA_001641695.1_ASM164169v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/641/695/GCA_001641695.1_ASM164169v1/GCA_001641695.1_ASM164169v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/641/695/GCA_001641695.1_ASM164169v1/GCA_001641695.1_ASM164169v1_protein.faa.gz"
"27669","Methylobacterium sp. AMS5",925818,"Alphaproteobacteria","SAMN04446536","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/815/GCA_001542815.1_ASM154281v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/815/GCA_001542815.1_ASM154281v1/GCA_001542815.1_ASM154281v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/815/GCA_001542815.1_ASM154281v1/GCA_001542815.1_ASM154281v1_protein.faa.gz"
"8424","Alphaproteobacteria bacterium BRH_c36",1734406,"Alphaproteobacteria","SAMN04126957","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/065/GCA_001516065.1_ASM151606v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/065/GCA_001516065.1_ASM151606v1/GCA_001516065.1_ASM151606v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/516/065/GCA_001516065.1_ASM151606v1/GCA_001516065.1_ASM151606v1_protein.faa.gz"
"8024","Bradyrhizobium valentinum",1518501,"Alphaproteobacteria","SAMN02688507","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/405/GCA_001440405.1_ASM144040v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/405/GCA_001440405.1_ASM144040v1/GCA_001440405.1_ASM144040v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/405/GCA_001440405.1_ASM144040v1/GCA_001440405.1_ASM144040v1_protein.faa.gz"
"8023","Bradyrhizobium jicamae",280332,"Alphaproteobacteria","SAMN02689491","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/395/GCA_001440395.1_ASM144039v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/395/GCA_001440395.1_ASM144039v1/GCA_001440395.1_ASM144039v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/440/395/GCA_001440395.1_ASM144039v1/GCA_001440395.1_ASM144039v1_protein.faa.gz"
"1849","Halomonas sulfidaeris",115553,"Gammaproteobacteria","SAMN09509732","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/298/795/GCA_003298795.1_ASM329879v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/298/795/GCA_003298795.1_ASM329879v1/GCA_003298795.1_ASM329879v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/298/795/GCA_003298795.1_ASM329879v1/GCA_003298795.1_ASM329879v1_protein.faa.gz"
"7385","Pseudomonas thivervalensis",86265,"Gammaproteobacteria","SAMN07258962","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/293/325/GCA_003293325.1_ASM329332v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/293/325/GCA_003293325.1_ASM329332v1/GCA_003293325.1_ASM329332v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/293/325/GCA_003293325.1_ASM329332v1/GCA_003293325.1_ASM329332v1_protein.faa.gz"
"23810","Marinomonas primoryensis",178399,"Gammaproteobacteria","SAMN05171875","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/285/205/GCA_003285205.1_ASM328520v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/285/205/GCA_003285205.1_ASM328520v1/GCA_003285205.1_ASM328520v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/285/205/GCA_003285205.1_ASM328520v1/GCA_003285205.1_ASM328520v1_protein.faa.gz"
"6287","Ferriphaselus amnicola",1188319,"Betaproteobacteria","SAMD00025396","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/685/GCA_000974685.2_FaOYT1_2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/685/GCA_000974685.2_FaOYT1_2.0/GCA_000974685.2_FaOYT1_2.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/685/GCA_000974685.2_FaOYT1_2.0/GCA_000974685.2_FaOYT1_2.0_protein.faa.gz"
"83","Vibrio harveyi",669,"Gammaproteobacteria","SAMN03075601","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/115/GCA_000770115.2_ASM77011v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/115/GCA_000770115.2_ASM77011v2/GCA_000770115.2_ASM77011v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/115/GCA_000770115.2_ASM77011v2/GCA_000770115.2_ASM77011v2_protein.faa.gz"
"28454","Vibrio alginolyticus",663,"Gammaproteobacteria","SAMN03795183","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/945/GCA_001267945.1_ASM126794v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/945/GCA_001267945.1_ASM126794v1/GCA_001267945.1_ASM126794v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/945/GCA_001267945.1_ASM126794v1/GCA_001267945.1_ASM126794v1_protein.faa.gz"
"8191","Legionella feeleii",453,"Gammaproteobacteria","SAMN04274773","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/625/GCA_001467625.1_ASM146762v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/625/GCA_001467625.1_ASM146762v1/GCA_001467625.1_ASM146762v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/625/GCA_001467625.1_ASM146762v1/GCA_001467625.1_ASM146762v1_protein.faa.gz"
"27149","Nitrincola sp. xg18",2219697,"Gammaproteobacteria","SAMN09389146","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/284/585/GCA_003284585.1_ASM328458v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/284/585/GCA_003284585.1_ASM328458v1/GCA_003284585.1_ASM328458v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/284/585/GCA_003284585.1_ASM328458v1/GCA_003284585.1_ASM328458v1_protein.faa.gz"
"3044","Pseudomonas citronellolis",53408,"Gammaproteobacteria","SAMN05178539","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/435/GCA_001654435.1_ASM165443v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/435/GCA_001654435.1_ASM165443v1/GCA_001654435.1_ASM165443v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/435/GCA_001654435.1_ASM165443v1/GCA_001654435.1_ASM165443v1_protein.faa.gz"
"26485","Vibrio diazotrophicus",685,"Gammaproteobacteria","SAMN08329936","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/785/GCA_002892785.1_ASM289278v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/785/GCA_002892785.1_ASM289278v1/GCA_002892785.1_ASM289278v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/785/GCA_002892785.1_ASM289278v1/GCA_002892785.1_ASM289278v1_protein.faa.gz"
"23671","Paucimonas lemoignei",29443,"Betaproteobacteria","SAMEA3711433","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/325/GCA_900475325.1_43222_E01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/325/GCA_900475325.1_43222_E01/GCA_900475325.1_43222_E01_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/325/GCA_900475325.1_43222_E01/GCA_900475325.1_43222_E01_protein.faa.gz"
"28717","Shewanella benthica",43661,"Gammaproteobacteria","SAMEA104724135","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/476/435/GCA_900476435.1_SHEWBE_PRJEB25587v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/476/435/GCA_900476435.1_SHEWBE_PRJEB25587v2/GCA_900476435.1_SHEWBE_PRJEB25587v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/476/435/GCA_900476435.1_SHEWBE_PRJEB25587v2/GCA_900476435.1_SHEWBE_PRJEB25587v2_protein.faa.gz"
"23804","Moritella yayanosii",69539,"Gammaproteobacteria","SAMEA104555970","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/465/055/GCA_900465055.1_MORIYA_PRJEB24680v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/465/055/GCA_900465055.1_MORIYA_PRJEB24680v2/GCA_900465055.1_MORIYA_PRJEB24680v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/465/055/GCA_900465055.1_MORIYA_PRJEB24680v2/GCA_900465055.1_MORIYA_PRJEB24680v2_protein.faa.gz"
"35281","Pelomonas sp. Root1217",1736430,"Betaproteobacteria","SAMN04155699","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/425/705/GCA_001425705.1_Root1217","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/425/705/GCA_001425705.1_Root1217/GCA_001425705.1_Root1217_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/425/705/GCA_001425705.1_Root1217/GCA_001425705.1_Root1217_protein.faa.gz"
"14410","Proteobacteria bacterium ST_bin11",1978759,"unclassified Proteobacteria","SAMN06189373","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/615/GCA_002083615.1_ASM208361v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/615/GCA_002083615.1_ASM208361v1/GCA_002083615.1_ASM208361v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/615/GCA_002083615.1_ASM208361v1/GCA_002083615.1_ASM208361v1_protein.faa.gz"
"27338","Pseudoalteromonas ruthenica",151081,"Gammaproteobacteria","SAMN03323938","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/585/GCA_000967585.1_S3258","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/585/GCA_000967585.1_S3258/GCA_000967585.1_S3258_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/585/GCA_000967585.1_S3258/GCA_000967585.1_S3258_protein.faa.gz"
"37796","Vibrio sp. S234-5",1616781,"Gammaproteobacteria","SAMN03349613","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/960/595/GCA_000960595.1_ASM96059v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/960/595/GCA_000960595.1_ASM96059v1/GCA_000960595.1_ASM96059v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/960/595/GCA_000960595.1_ASM96059v1/GCA_000960595.1_ASM96059v1_protein.faa.gz"
"26391","Aquabacterium sp. NJ1",1538295,"Betaproteobacteria","SAMN03075592","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/768/065/GCA_000768065.1_ASM76806v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/768/065/GCA_000768065.1_ASM76806v1/GCA_000768065.1_ASM76806v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/768/065/GCA_000768065.1_ASM76806v1/GCA_000768065.1_ASM76806v1_protein.faa.gz"
"3421","Nitrincola sp. A-D6",1545442,"Gammaproteobacteria","SAMN03076158","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/495/GCA_000764495.1_Nitr1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/495/GCA_000764495.1_Nitr1.0/GCA_000764495.1_Nitr1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/495/GCA_000764495.1_Nitr1.0/GCA_000764495.1_Nitr1.0_protein.faa.gz"
"1786","Vibrio navarrensis",29495,"Gammaproteobacteria","SAMN02708866","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/325/GCA_000764325.1_2540-90v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/325/GCA_000764325.1_2540-90v1.0/GCA_000764325.1_2540-90v1.0_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/325/GCA_000764325.1_2540-90v1.0/GCA_000764325.1_2540-90v1.0_protein.faa.gz"
"14340","Andreprevotia lacus DSM 23236",1121001,"Betaproteobacteria","SAMN02745857","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/275/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/275/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/176/275/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly/GCA_900176275.1_IMG-taxon_2568526002_annotated_assembly_protein.faa.gz"
"4080","Plesiomonas shigelloides",703,"Gammaproteobacteria","SAMEA2665130","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/087/055/GCA_900087055.1_31289_E01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/087/055/GCA_900087055.1_31289_E01/GCA_900087055.1_31289_E01_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/087/055/GCA_900087055.1_31289_E01/GCA_900087055.1_31289_E01_protein.faa.gz"
"1914","Arcobacter cryaerophilus",28198,"delta/epsilon subdivisions","SAMN04386089","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/875/GCA_001572875.1_ASM157287v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/875/GCA_001572875.1_ASM157287v1/GCA_001572875.1_ASM157287v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/875/GCA_001572875.1_ASM157287v1/GCA_001572875.1_ASM157287v1_protein.faa.gz"
"37498","Vibrio parahaemolyticus",670,"Gammaproteobacteria","SAMN03255431","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/185/GCA_001188185.2_ASM118818v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/185/GCA_001188185.2_ASM118818v2/GCA_001188185.2_ASM118818v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/185/GCA_001188185.2_ASM118818v2/GCA_001188185.2_ASM118818v2_protein.faa.gz"
"35195","Vibrio tasmaniensis 1F-267",1191324,"Gammaproteobacteria","SAMN02470458","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/365/GCA_000272365.2_ASM27236v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/365/GCA_000272365.2_ASM27236v2/GCA_000272365.2_ASM27236v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/365/GCA_000272365.2_ASM27236v2/GCA_000272365.2_ASM27236v2_protein.faa.gz"
"40642","Vibrio cyclitrophicus 1F53",1136157,"Gammaproteobacteria","SAMN02470480","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/095/GCA_000256095.2_ASM25609v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/095/GCA_000256095.2_ASM25609v2/GCA_000256095.2_ASM25609v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/095/GCA_000256095.2_ASM25609v2/GCA_000256095.2_ASM25609v2_protein.faa.gz"
"41860","Vibrio cyclitrophicus 1F97",1136158,"Gammaproteobacteria","SAMN02470293","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/115/GCA_000256115.2_ASM25611v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/115/GCA_000256115.2_ASM25611v2/GCA_000256115.2_ASM25611v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/256/115/GCA_000256115.2_ASM25611v2/GCA_000256115.2_ASM25611v2_protein.faa.gz"
"27460","Aliivibrio logei 5S-186",626086,"Gammaproteobacteria","SAMN02470497","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/935/GCA_000286935.2_ASM28693v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/935/GCA_000286935.2_ASM28693v2/GCA_000286935.2_ASM28693v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/935/GCA_000286935.2_ASM28693v2/GCA_000286935.2_ASM28693v2_protein.faa.gz"
"2773","Vibrio kanaloae 5S-149",1191299,"Gammaproteobacteria","SAMN02470441","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/165/GCA_000272165.2_ASM27216v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/165/GCA_000272165.2_ASM27216v2/GCA_000272165.2_ASM27216v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/165/GCA_000272165.2_ASM27216v2/GCA_000272165.2_ASM27216v2_protein.faa.gz"
"27465","Vibrio genomosp. F10 str. 9ZD137",1187846,"Gammaproteobacteria","SAMN02470439","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/015/GCA_000287015.2_ASM28701v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/015/GCA_000287015.2_ASM28701v2/GCA_000287015.2_ASM28701v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/015/GCA_000287015.2_ASM28701v2/GCA_000287015.2_ASM28701v2_protein.faa.gz"
"30468","Vibrio genomosp. F10 str. 9ZC157",1187847,"Gammaproteobacteria","SAMN02470486","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/035/GCA_000287035.2_ASM28703v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/035/GCA_000287035.2_ASM28703v2/GCA_000287035.2_ASM28703v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/035/GCA_000287035.2_ASM28703v2/GCA_000287035.2_ASM28703v2_protein.faa.gz"
"33164","Enterovibrio norvegicus FF-162",1190605,"Gammaproteobacteria","SAMN02470493","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/855/GCA_000286855.2_ASM28685v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/855/GCA_000286855.2_ASM28685v2/GCA_000286855.2_ASM28685v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/855/GCA_000286855.2_ASM28685v2/GCA_000286855.2_ASM28685v2_protein.faa.gz"
"2772","Vibrio genomosp. F6 str. FF-238",1191298,"Gammaproteobacteria","SAMN02470455","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/145/GCA_000272145.2_ASM27214v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/145/GCA_000272145.2_ASM27214v2/GCA_000272145.2_ASM27214v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/145/GCA_000272145.2_ASM27214v2/GCA_000272145.2_ASM27214v2_protein.faa.gz"
"39406","Enterovibrio norvegicus",188144,"Gammaproteobacteria","SAMN05418150","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/872/975/GCA_002872975.1_ASM287297v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/872/975/GCA_002872975.1_ASM287297v1/GCA_002872975.1_ASM287297v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/872/975/GCA_002872975.1_ASM287297v1/GCA_002872975.1_ASM287297v1_protein.faa.gz"
"30454","Enterovibrio norvegicus FF-33",1190603,"Gammaproteobacteria","SAMN02470474","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/835/GCA_000286835.2_ASM28683v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/835/GCA_000286835.2_ASM28683v2/GCA_000286835.2_ASM28683v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/835/GCA_000286835.2_ASM28683v2/GCA_000286835.2_ASM28683v2_protein.faa.gz"
"27488","Enterovibrio norvegicus FF-454",1185651,"Gammaproteobacteria","SAMN02470459","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/435/GCA_000264435.2_ASM26443v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/435/GCA_000264435.2_ASM26443v2/GCA_000264435.2_ASM26443v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/264/435/GCA_000264435.2_ASM26443v2/GCA_000264435.2_ASM26443v2_protein.faa.gz"
