"","organism","subgroup","level","RefSeq.FTP","tbl","prt"
"20811","Fulvimarina sp. 85",4.37209,"SAMN09780445","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/403/015/GCA_003403015.1_ASM340301v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/403/015/GCA_003403015.1_ASM340301v1/GCA_003403015.1_ASM340301v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/403/015/GCA_003403015.1_ASM340301v1/GCA_003403015.1_ASM340301v1_protein.faa.gz"
"25737","Tardiphaga sp. OV697",6.47511,"SAMN08775157","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/755/GCA_003096755.1_ASM309675v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/755/GCA_003096755.1_ASM309675v1/GCA_003096755.1_ASM309675v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/755/GCA_003096755.1_ASM309675v1/GCA_003096755.1_ASM309675v1_protein.faa.gz"
"23281","Methylocystaceae bacterium",4.33311,"SAMN08364724","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/105/285/GCA_003105285.1_ASM310528v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/105/285/GCA_003105285.1_ASM310528v1/GCA_003105285.1_ASM310528v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/105/285/GCA_003105285.1_ASM310528v1/GCA_003105285.1_ASM310528v1_protein.faa.gz"
"1826","Leclercia adecarboxylata",4.80392,"SAMN04158503","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/835/GCA_001518835.1_ASM151883v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/835/GCA_001518835.1_ASM151883v1/GCA_001518835.1_ASM151883v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/835/GCA_001518835.1_ASM151883v1/GCA_001518835.1_ASM151883v1_protein.faa.gz"
"5","Acinetobacter baumannii",4.33579,"SAMN02940899","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/645/GCA_000746645.1_ASM74664v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/645/GCA_000746645.1_ASM74664v1/GCA_000746645.1_ASM74664v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/645/GCA_000746645.1_ASM74664v1/GCA_000746645.1_ASM74664v1_protein.faa.gz"
"30207","Pseudomonas sp. ATCC 13867",5.69631,"SAMN02603735","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/845/GCA_000349845.1_ASM34984v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/845/GCA_000349845.1_ASM34984v1/GCA_000349845.1_ASM34984v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/845/GCA_000349845.1_ASM34984v1/GCA_000349845.1_ASM34984v1_protein.faa.gz"
"24604","Wenzhouxiangella sp. 15190",3.1288,"SAMN09810246","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/417/465/GCA_003417465.1_ASM341746v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/417/465/GCA_003417465.1_ASM341746v1/GCA_003417465.1_ASM341746v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/417/465/GCA_003417465.1_ASM341746v1/GCA_003417465.1_ASM341746v1_protein.faa.gz"
"23324","Zobellella maritima",3.93692,"SAMN08954523","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/075/035/GCA_003075035.1_ASM307503v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/075/035/GCA_003075035.1_ASM307503v1/GCA_003075035.1_ASM307503v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/075/035/GCA_003075035.1_ASM307503v1/GCA_003075035.1_ASM307503v1_protein.faa.gz"
"23154","gamma proteobacterium symbiont of Ctena orbiculata",4.58887,"SAMN08891713","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/485/GCA_003058485.1_ASM305848v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/485/GCA_003058485.1_ASM305848v1/GCA_003058485.1_ASM305848v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/485/GCA_003058485.1_ASM305848v1/GCA_003058485.1_ASM305848v1_protein.faa.gz"
"3044","Pseudomonas citronellolis",7.67976,"SAMN05178539","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/435/GCA_001654435.1_ASM165443v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/435/GCA_001654435.1_ASM165443v1/GCA_001654435.1_ASM165443v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/435/GCA_001654435.1_ASM165443v1/GCA_001654435.1_ASM165443v1_protein.faa.gz"
"3056","Pseudomonas parafulva",5.08762,"SAMN03107785","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/255/GCA_000800255.1_ASM80025v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/255/GCA_000800255.1_ASM80025v1/GCA_000800255.1_ASM80025v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/255/GCA_000800255.1_ASM80025v1/GCA_000800255.1_ASM80025v1_protein.faa.gz"
"24111","Parahaliea mediterranea",5.08906,"SAMN08997836","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/402/235/GCA_003402235.1_ASM340223v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/402/235/GCA_003402235.1_ASM340223v1/GCA_003402235.1_ASM340223v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/402/235/GCA_003402235.1_ASM340223v1/GCA_003402235.1_ASM340223v1_protein.faa.gz"
"40101","Klebsiella pneumoniae",5.7815,"SAMN02152539","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/385/GCA_000364385.3_ASM36438v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/385/GCA_000364385.3_ASM36438v3/GCA_000364385.3_ASM36438v3_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/385/GCA_000364385.3_ASM36438v3/GCA_000364385.3_ASM36438v3_protein.faa.gz"
"24118","Wenzhouxiangella sp. 15181",3.12841,"SAMN09810245","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/035/GCA_003410035.1_ASM341003v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/035/GCA_003410035.1_ASM341003v1/GCA_003410035.1_ASM341003v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/410/035/GCA_003410035.1_ASM341003v1/GCA_003410035.1_ASM341003v1_protein.faa.gz"
"24100","Thalassotalea euphylliae",4.77342,"SAMN09762563","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/390/335/GCA_003390335.1_ASM339033v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/390/335/GCA_003390335.1_ASM339033v1/GCA_003390335.1_ASM339033v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/390/335/GCA_003390335.1_ASM339033v1/GCA_003390335.1_ASM339033v1_protein.faa.gz"
"24075","Marinomonas pollencensis",3.87068,"SAMN09074958","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/387/375/GCA_003387375.1_ASM338737v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/387/375/GCA_003387375.1_ASM338737v1/GCA_003387375.1_ASM338737v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/387/375/GCA_003387375.1_ASM338737v1/GCA_003387375.1_ASM338737v1_protein.faa.gz"
"29849","Vibrio anguillarum",4.37383,"SAMEA3865288","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/786/425/GCA_000786425.1_Vibrio_anguillarum_NB10_serovar_O1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/786/425/GCA_000786425.1_Vibrio_anguillarum_NB10_serovar_O1/GCA_000786425.1_Vibrio_anguillarum_NB10_serovar_O1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/786/425/GCA_000786425.1_Vibrio_anguillarum_NB10_serovar_O1/GCA_000786425.1_Vibrio_anguillarum_NB10_serovar_O1_protein.faa.gz"
"1112","Vibrio coralliilyticus",5.73279,"SAMN03010512","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/763/535/GCA_000763535.2_ASM76353v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/763/535/GCA_000763535.2_ASM76353v2/GCA_000763535.2_ASM76353v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/763/535/GCA_000763535.2_ASM76353v2/GCA_000763535.2_ASM76353v2_protein.faa.gz"
"8265","Roseateles depolymerans",5.68172,"SAMN04363976","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/865/GCA_001483865.1_ASM148386v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/865/GCA_001483865.1_ASM148386v1/GCA_001483865.1_ASM148386v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/865/GCA_001483865.1_ASM148386v1/GCA_001483865.1_ASM148386v1_protein.faa.gz"
"24056","Kushneria indalinina DSM 14324",3.7527,"SAMN08776247","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/845/GCA_003385845.1_ASM338584v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/845/GCA_003385845.1_ASM338584v1/GCA_003385845.1_ASM338584v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/385/845/GCA_003385845.1_ASM338584v1/GCA_003385845.1_ASM338584v1_protein.faa.gz"
"35183","Pectobacterium sp. A35-S23-M15",4.46724,"SAMN09259573","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/645/GCA_003382645.1_ASM338264v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/645/GCA_003382645.1_ASM338264v1/GCA_003382645.1_ASM338264v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/645/GCA_003382645.1_ASM338264v1/GCA_003382645.1_ASM338264v1_protein.faa.gz"
"33167","Pectobacterium sp. A101-S19-F16",4.27415,"SAMN09259574","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/625/GCA_003382625.1_ASM338262v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/625/GCA_003382625.1_ASM338262v1/GCA_003382625.1_ASM338262v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/625/GCA_003382625.1_ASM338262v1/GCA_003382625.1_ASM338262v1_protein.faa.gz"
"2718","Pectobacterium sp. A212-S19-A16",4.34808,"SAMN09259578","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/565/GCA_003382565.1_ASM338256v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/565/GCA_003382565.1_ASM338256v1/GCA_003382565.1_ASM338256v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/565/GCA_003382565.1_ASM338256v1/GCA_003382565.1_ASM338256v1_protein.faa.gz"
"36710","Pectobacterium sp. A127-S21-F16",4.4651,"SAMN09259577","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/655/GCA_003382655.1_ASM338265v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/655/GCA_003382655.1_ASM338265v1/GCA_003382655.1_ASM338265v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/655/GCA_003382655.1_ASM338265v1/GCA_003382655.1_ASM338265v1_protein.faa.gz"
"30451","Pectobacterium sp. A104-S21-F16",4.39568,"SAMN09259575","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/595/GCA_003382595.1_ASM338259v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/595/GCA_003382595.1_ASM338259v1/GCA_003382595.1_ASM338259v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/595/GCA_003382595.1_ASM338259v1/GCA_003382595.1_ASM338259v1_protein.faa.gz"
"27491","Pectobacterium sp. A105-S21-F16",4.31081,"SAMN09259576","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/585/GCA_003382585.1_ASM338258v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/585/GCA_003382585.1_ASM338258v1/GCA_003382585.1_ASM338258v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/585/GCA_003382585.1_ASM338258v1/GCA_003382585.1_ASM338258v1_protein.faa.gz"
"29997","Vibrio campbellii",6.19598,"SAMN06229929","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/325/GCA_001969325.1_ASM196932v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/325/GCA_001969325.1_ASM196932v1/GCA_001969325.1_ASM196932v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/325/GCA_001969325.1_ASM196932v1/GCA_001969325.1_ASM196932v1_protein.faa.gz"
"23989","Gallaecimonas sp. HK-28",4.07198,"SAMN09742667","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/375/GCA_003367375.1_ASM336737v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/375/GCA_003367375.1_ASM336737v1/GCA_003367375.1_ASM336737v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/375/GCA_003367375.1_ASM336737v1/GCA_003367375.1_ASM336737v1_protein.faa.gz"
"28017","Buttiauxella agrestis",5.28586,"SAMEA4412672","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/446/255/GCA_900446255.1_50592_F01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/446/255/GCA_900446255.1_50592_F01/GCA_900446255.1_50592_F01_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/446/255/GCA_900446255.1_50592_F01/GCA_900446255.1_50592_F01_protein.faa.gz"
"28902","Chromobacterium violaceum",4.38614,"SAMN07775572","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/735/945/GCA_002735945.1_ASM273594v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/735/945/GCA_002735945.1_ASM273594v1/GCA_002735945.1_ASM273594v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/735/945/GCA_002735945.1_ASM273594v1/GCA_002735945.1_ASM273594v1_protein.faa.gz"
"28377","Citrobacter freundii",5.45122,"SAMN02934525","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/755/GCA_000783755.2_ASM78375v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/755/GCA_000783755.2_ASM78375v2/GCA_000783755.2_ASM78375v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/755/GCA_000783755.2_ASM78375v2/GCA_000783755.2_ASM78375v2_protein.faa.gz"
"39518","Marinomonas sp. YLB-05",3.99631,"SAMN09377739","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/362/755/GCA_003362755.1_ASM336275v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/362/755/GCA_003362755.1_ASM336275v1/GCA_003362755.1_ASM336275v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/362/755/GCA_003362755.1_ASM336275v1/GCA_003362755.1_ASM336275v1_protein.faa.gz"
"29250","Photobacterium damselae",4.90496,"SAMN06075355","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/130/755/GCA_003130755.1_ASM313075v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/130/755/GCA_003130755.1_ASM313075v1/GCA_003130755.1_ASM313075v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/130/755/GCA_003130755.1_ASM313075v1/GCA_003130755.1_ASM313075v1_protein.faa.gz"
"3409","Achromobacter denitrificans",6.22621,"SAMN04158498","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/514/355/GCA_001514355.1_ASM151435v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/514/355/GCA_001514355.1_ASM151435v1/GCA_001514355.1_ASM151435v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/514/355/GCA_001514355.1_ASM151435v1/GCA_001514355.1_ASM151435v1_protein.faa.gz"
"29116","Aeromonas salmonicida",4.93534,"SAMN06812489","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/335/GCA_002180335.1_ASM218033v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/335/GCA_002180335.1_ASM218033v1/GCA_002180335.1_ASM218033v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/335/GCA_002180335.1_ASM218033v1/GCA_002180335.1_ASM218033v1_protein.faa.gz"
"1117","Grimontia hollisae",3.99844,"SAMN03996327","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/255/GCA_001558255.2_ASM155825v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/255/GCA_001558255.2_ASM155825v2/GCA_001558255.2_ASM155825v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/255/GCA_001558255.2_ASM155825v2/GCA_001558255.2_ASM155825v2_protein.faa.gz"
"1709","Legionella hackeliae",3.57086,"SAMEA2785664","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/655/GCA_000953655.1_LHA","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/655/GCA_000953655.1_LHA/GCA_000953655.1_LHA_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/655/GCA_000953655.1_LHA/GCA_000953655.1_LHA_protein.faa.gz"
"28454","Vibrio alginolyticus",4.46823,"SAMN03795183","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/945/GCA_001267945.1_ASM126794v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/945/GCA_001267945.1_ASM126794v1/GCA_001267945.1_ASM126794v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/945/GCA_001267945.1_ASM126794v1/GCA_001267945.1_ASM126794v1_protein.faa.gz"
"8194","Legionella gratiana",3.9262,"SAMN04274776","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/695/GCA_001467695.1_ASM146769v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/695/GCA_001467695.1_ASM146769v1/GCA_001467695.1_ASM146769v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/695/GCA_001467695.1_ASM146769v1/GCA_001467695.1_ASM146769v1_protein.faa.gz"
"8198","Legionella israelensis",3.06115,"SAMN04274778","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/785/GCA_001467785.1_ASM146778v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/785/GCA_001467785.1_ASM146778v1/GCA_001467785.1_ASM146778v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/785/GCA_001467785.1_ASM146778v1/GCA_001467785.1_ASM146778v1_protein.faa.gz"
"33918","Pseudomonas mendocina",5.15772,"SAMN07680256","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/555/GCA_002442555.1_ASM244255v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/555/GCA_002442555.1_ASM244255v1/GCA_002442555.1_ASM244255v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/555/GCA_002442555.1_ASM244255v1/GCA_002442555.1_ASM244255v1_protein.faa.gz"
"30658","Pseudomonas protegens",7.03239,"SAMN04240923","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/006/545/GCA_002006545.1_ASM200654v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/006/545/GCA_002006545.1_ASM200654v1/GCA_002006545.1_ASM200654v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/006/545/GCA_002006545.1_ASM200654v1/GCA_002006545.1_ASM200654v1_protein.faa.gz"
"24025","Iodobacter fluviatilis",5.09846,"SAMEA4063022","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/451/195/GCA_900451195.1_48853_F02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/451/195/GCA_900451195.1_48853_F02/GCA_900451195.1_48853_F02_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/451/195/GCA_900451195.1_48853_F02/GCA_900451195.1_48853_F02_protein.faa.gz"
"24023","Legionella donaldsonii",3.60656,"SAMEA3923591","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/452/385/GCA_900452385.1_45813_G02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/452/385/GCA_900452385.1_45813_G02/GCA_900452385.1_45813_G02_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/452/385/GCA_900452385.1_45813_G02/GCA_900452385.1_45813_G02_protein.faa.gz"
"22549","Marinobacter flavimaris",4.46214,"SAMN09748093","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/363/485/GCA_003363485.1_ASM336348v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/363/485/GCA_003363485.1_ASM336348v1/GCA_003363485.1_ASM336348v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/363/485/GCA_003363485.1_ASM336348v1/GCA_003363485.1_ASM336348v1_protein.faa.gz"
"1927","Arcobacter trophiarum LMG 25534",1.91561,"SAMN03737959","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/515/GCF_003355515.1_ASM335551v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/515/GCF_003355515.1_ASM335551v1/GCF_003355515.1_ASM335551v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/515/GCF_003355515.1_ASM335551v1/GCF_003355515.1_ASM335551v1_protein.faa.gz"
"3518","Hafnia paralvei",4.51371,"SAMN03996303","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/255/GCA_001559255.2_ASM155925v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/255/GCA_001559255.2_ASM155925v2/GCA_001559255.2_ASM155925v2_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/559/255/GCA_001559255.2_ASM155925v2/GCA_001559255.2_ASM155925v2_protein.faa.gz"
"8191","Legionella feeleii",3.55465,"SAMN04274773","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/625/GCA_001467625.1_ASM146762v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/625/GCA_001467625.1_ASM146762v1/GCA_001467625.1_ASM146762v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/467/625/GCA_001467625.1_ASM146762v1/GCA_001467625.1_ASM146762v1_protein.faa.gz"
"12412","Pseudomonas jessenii",6.53721,"SAMN07236640","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/115/GCA_002236115.1_ASM223611v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/115/GCA_002236115.1_ASM223611v1/GCA_002236115.1_ASM223611v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/115/GCA_002236115.1_ASM223611v1/GCA_002236115.1_ASM223611v1_protein.faa.gz"
"24010","Shewanella corallii",5.21504,"SAMN09745125","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/085/GCA_003353085.1_ASM335308v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/085/GCA_003353085.1_ASM335308v1/GCA_003353085.1_ASM335308v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/085/GCA_003353085.1_ASM335308v1/GCA_003353085.1_ASM335308v1_protein.faa.gz"
"24015","Pseudomonas wadenswilerensis",5.96674,"SAMEA4796555","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/695/GCA_900497695.1_PWADCCOS864","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/695/GCA_900497695.1_PWADCCOS864/GCA_900497695.1_PWADCCOS864_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/497/695/GCA_900497695.1_PWADCCOS864/GCA_900497695.1_PWADCCOS864_protein.faa.gz"
"29193","Shewanella putrefaciens",4.38446,"SAMN08180388","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/044/255/GCA_003044255.1_ASM304425v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/044/255/GCA_003044255.1_ASM304425v1/GCA_003044255.1_ASM304425v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/044/255/GCA_003044255.1_ASM304425v1/GCA_003044255.1_ASM304425v1_protein.faa.gz"
"30337","Rhodoferax sp. OTU1",6.86887,"SAMN08568213","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/515/GCA_003347515.1_ASM334751v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/515/GCA_003347515.1_ASM334751v1/GCA_003347515.1_ASM334751v1_feature_table.txt.gz","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/515/GCA_003347515.1_ASM334751v1/GCA_003347515.1_ASM334751v1_protein.faa.gz"
